Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,ApplicantIncomeLog,CoapplicantIncomeLog,LoanAmountLog,Loan_Amount_TermLog,Total_IncomeLog
LP001963,Male,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,N,4939.0,7.607878073278507,7.981049759665957,4.727387818712341,5.886104031450156,8.504918160540624
LP001964,Male,Yes,0,Not Graduate,No,1800,2934.0,93.0,360.0,0.0,Urban,N,4734.0,7.495541943884256,7.984121958702927,4.532599493153256,5.886104031450156,8.46252579007393
LP001972,Male,Yes,0,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,Y,4625.0,7.963807953231451,7.4673710669175595,4.653960350157523,5.886104031450156,8.439231649946526
LP001974,Female,No,0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,Y,5000.0,8.517193191416238,-inf,4.882801922586371,5.886104031450156,8.517193191416238
LP001977,Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,Y,3428.0,7.393263094763838,7.497207223203318,4.564348191467836,5.886104031450156,8.13973227971767
LP001978,Male,No,0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,Y,6500.0,8.294049640102028,7.824046010856292,4.941642422609304,5.886104031450156,8.779557455883728
LP001990,Male,No,0,Not Graduate,No,2000,0.0,146.41216216216216,360.0,1.0,Urban,N,2000.0,7.600902459542082,-inf,4.986425672954842,5.886104031450156,7.600902459542082
LP001993,Female,No,0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,Y,5428.0,8.232706009860976,7.418180822726788,4.90527477843843,5.886104031450156,8.59932602095476
LP001994,Female,No,0,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,N,4263.0,7.783224016336037,7.529943370601589,4.6443908991413725,5.886104031450156,8.35772841676521
LP001996,Male,No,0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,N,20233.0,9.915070213779195,-inf,6.173786103901937,5.886104031450156,9.915070213779195
LP001998,Male,Yes,2,Not Graduate,No,7667,0.0,185.0,360.0,0.8421985815602837,Rural,Y,7667.0,8.944680683558895,-inf,5.220355825078324,5.886104031450156,8.944680683558895
LP002002,Female,No,0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,Y,2917.0,7.978310969867722,-inf,4.430816798843313,5.886104031450156,7.978310969867722
LP002004,Male,No,0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,Y,5332.0,7.9817332866918855,7.785305182539862,4.709530201312334,5.886104031450156,8.5814816812986
LP002006,Female,No,0,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,Y,2507.0,7.826842098158293,-inf,4.02535169073515,5.886104031450156,7.826842098158293
LP002008,Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,0.8421985815602837,Rural,Y,5746.0,8.656259239539235,-inf,4.969813299576001,4.430816798843313,8.656259239539235
LP002024,Male,Yes,0,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,N,4316.0,7.813187267521416,7.519149957669823,5.0689042022202315,5.886104031450156,8.370084326378025
LP002031,Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,Y,5039.0,8.131236549696116,7.402451520818244,4.709530201312334,5.19295685089021,8.524962928680598
LP002035,Male,Yes,2,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,Y,3717.0,8.220672170297252,-inf,4.787491742782046,5.886104031450156,8.220672170297252
LP002036,Male,Yes,0,Graduate,No,2058,2134.0,88.0,360.0,0.8421985815602837,Urban,Y,4192.0,7.629489916393995,7.665753431861699,4.477336814478207,5.886104031450156,8.340933226000878
LP002043,Female,No,1,Graduate,No,3541,0.0,112.0,360.0,0.8421985815602837,Semiurban,Y,3541.0,8.172164452111904,-inf,4.718498871295094,5.886104031450156,8.172164452111904
LP002050,Male,Yes,1,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,N,10000.0,9.210340371976184,-inf,5.043425116919247,5.886104031450156,9.210340371976184
LP002051,Male,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,Y,4567.0,7.783224016336037,7.681099001536359,4.74493212836325,5.886104031450156,8.426611813185
LP002053,Male,Yes,3+,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,Y,4531.0,8.376090350438238,5.241747015059643,4.820281565605037,5.886104031450156,8.418697944667139
LP002054,Male,Yes,2,Not Graduate,No,3601,1590.0,146.41216216216216,360.0,1.0,Rural,Y,5191.0,8.188966863648876,7.371489295214277,4.986425672954842,5.886104031450156,8.55468163582723
LP002055,Female,No,0,Graduate,No,3166,2985.0,132.0,360.0,0.8421985815602837,Rural,Y,6151.0,8.060224240440958,8.001355025826703,4.882801922586371,5.886104031450156,8.724369949208368
LP002065,Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,Y,15000.0,9.615805480084347,-inf,5.703782474656201,5.886104031450156,9.615805480084347
LP002067,Male,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,N,13649.0,9.067162602299854,8.513787398281405,5.929589143389895,5.886104031450156,9.521421537856195
LP002068,Male,No,0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,Y,4917.0,8.50045386741194,-inf,4.867534450455582,5.886104031450156,8.50045386741194
LP002082,Male,Yes,0,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,Y,7978.0,8.668711839055147,7.67786350067821,5.214935757608986,5.886104031450156,8.984443032465352
LP002086,Female,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,6784.0,8.374015421739909,7.804251383528112,4.700480365792417,5.886104031450156,8.822322177471738
LP002087,Female,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,Y,2500.0,7.824046010856292,-inf,4.204692619390966,5.886104031450156,7.824046010856292
LP002097,Male,No,1,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,Y,6177.0,8.385716828627851,7.491645473605133,4.762173934797756,5.886104031450156,8.728587995695898
LP002098,Male,No,0,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,Y,2935.0,7.984462732262196,-inf,4.584967478670572,5.886104031450156,7.984462732262196
LP002100,Male,No,0,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,Y,2833.0,7.949091499830517,-inf,4.2626798770413155,5.886104031450156,7.949091499830517
LP002101,Male,Yes,0,Graduate,No,63337,0.0,490.0,180.0,1.0,Urban,Y,63337.0,11.05622495553552,-inf,6.194405391104672,5.19295685089021,11.05622495553552
LP002103,Male,Yes,1,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,Y,11666.0,9.193499354780156,7.513709247839705,5.204006687076795,5.19295685089021,9.364433907313582
LP002106,Male,Yes,0,Graduate,Yes,5503,4490.0,70.0,342.0,1.0,Semiurban,Y,9993.0,8.613048677059759,8.4096079807363,4.248495242049359,5.834810737062605,9.209640126861789
LP002110,Male,Yes,1,Graduate,No,5250,688.0,160.0,360.0,1.0,Rural,Y,5938.0,8.565983355585669,6.5337888379333435,5.075173815233827,5.886104031450156,8.689127655323706
LP002112,Male,Yes,2,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,Y,7100.0,7.824046010856292,8.433811582477187,5.170483995038151,5.886104031450156,8.867850063029406
LP002113,Female,No,3+,Not Graduate,No,1830,0.0,146.41216216216216,360.0,0.0,Urban,N,1830.0,7.512071245835466,-inf,4.986425672954842,5.886104031450156,7.512071245835466
LP002114,Female,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,Y,4160.0,8.333270353255308,-inf,4.2626798770413155,5.886104031450156,8.333270353255308
LP002115,Male,Yes,3+,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,N,4234.0,7.881182202227102,7.369600720526409,5.153291594497779,5.886104031450156,8.350902451694811
LP002116,Female,No,0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,N,2378.0,7.774015077250727,-inf,3.828641396489095,5.886104031450156,7.774015077250727
LP002119,Male,Yes,1,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,Y,5783.0,8.423761246623686,7.113956109566034,5.062595033026967,5.886104031450156,8.662677858158219
LP002126,Male,Yes,3+,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,Y,3173.0,8.062432791583195,-inf,4.30406509320417,5.886104031450156,8.062432791583195
LP002128,Male,Yes,2,Graduate,No,2583,2330.0,125.0,360.0,1.0,Rural,Y,4913.0,7.8567067930958405,7.753623546559746,4.8283137373023015,5.886104031450156,8.499640032168648
LP002129,Male,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,Y,4957.0,7.823645930834952,7.80710329012598,5.075173815233827,5.886104031450156,8.508555998020574
LP002130,Male,Yes,0,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,N,6753.0,8.167068178341237,8.080237416216702,5.0238805208462765,5.886104031450156,8.817742129574842
LP002131,Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,Y,5251.0,8.03365842788615,7.681560362559537,4.836281906951478,5.886104031450156,8.566173813637858
LP002137,Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,0.8421985815602837,Semiurban,Y,10916.0,8.753529336516431,8.430109084509125,5.556828061699537,5.886104031450156,9.29798488182823
LP002138,Male,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,Y,8875.0,7.872836175025724,8.740336742730447,5.231108616854587,5.886104031450156,9.090993614343617
LP002139,Male,Yes,0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,Y,9083.0,9.114159813502214,-inf,5.429345628954441,5.886104031450156,9.114159813502214
LP002140,Male,No,0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,N,12917.0,9.07680897935166,8.334951631422454,5.730099782973574,5.886104031450156,9.466299552232016
LP002141,Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,Y,4749.0,7.888334500738654,7.641564441260972,4.553876891600541,5.886104031450156,8.465689348549121
LP002142,Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,N,5500.0,8.612503371220562,-inf,4.653960350157523,5.886104031450156,8.612503371220562
LP002143,Female,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,Y,2928.0,7.792761720816526,6.22455842927536,4.867534450455582,5.886104031450156,7.982074875081202
LP002144,Female,No,0,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,Y,3813.0,8.246171559857563,-inf,4.7535901911063645,5.19295685089021,8.246171559857563
LP002149,Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,Y,11500.0,9.027978814382207,8.06054004653864,5.10594547390058,5.886104031450156,9.350102314351341
LP002151,Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,N,3875.0,8.262300941787448,-inf,4.204692619390966,5.886104031450156,8.262300941787448
LP002158,Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,N,4666.0,8.006367567650246,7.418180822726788,4.605170185988092,6.173786103901937,8.448057452581375
LP002160,Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,Y,8334.0,8.550047528287184,8.06054004653864,5.298317366548036,5.886104031450156,9.0280988119824
LP002161,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,N,4723.0,8.460199469896118,-inf,4.394449154672439,5.886104031450156,8.460199469896118
LP002170,Male,Yes,2,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,Y,8667.0,8.517193191416238,8.207129168071326,5.4638318050256105,5.886104031450156,9.067277989134345
LP002175,Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,Y,7083.0,8.465899897028686,7.75491027202143,4.867534450455582,5.886104031450156,8.865452825753623
LP002178,Male,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,0.8421985815602837,Urban,Y,6046.0,8.0106915391303,8.017307507688582,4.553876891600541,5.703782474656201,8.707152175339404
LP002180,Male,No,0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,Y,6822.0,8.82790796297859,-inf,4.948759890378168,5.886104031450156,8.82790796297859
LP002181,Male,No,0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,N,6216.0,8.734881892047483,-inf,4.890349128221754,5.886104031450156,8.734881892047483
LP002187,Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,N,2500.0,7.824046010856292,-inf,4.564348191467836,6.173786103901937,7.824046010856292
LP002188,Male,No,0,Graduate,No,5124,0.0,124.0,342.0,0.0,Rural,N,5124.0,8.541690663016626,-inf,4.820281565605037,5.834810737062605,8.541690663016626
LP002190,Male,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,Y,6325.0,8.752265313595721,-inf,5.1647859739235145,5.886104031450156,8.752265313595721
LP002191,Male,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,N,24996.0,9.889895599016661,8.569026340056254,6.345636360828596,5.886104031450156,10.126471091048971
LP002194,Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,Y,15759.0,9.665166909622071,-inf,4.007333185232471,5.886104031450156,9.665166909622071
LP002197,Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,Y,5185.0,8.553525120663627,-inf,5.043425116919247,5.886104031450156,8.553525120663627
LP002201,Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,Y,17196.0,9.140239744296693,8.971194463184467,5.940171252720432,5.703782474656201,9.752432077616172
LP002205,Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,N,5049.0,8.026823576217629,7.594381242551817,4.709530201312334,5.19295685089021,8.526945482858915
LP002209,Female,No,0,Graduate,No,2764,1459.0,110.0,360.0,1.0,Urban,Y,4223.0,7.92443418488756,7.285506548522785,4.700480365792417,5.886104031450156,8.348301054933943
LP002211,Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,Y,5740.0,8.479906606630221,6.827629234502852,4.787491742782046,5.19295685089021,8.655214489313613
LP002219,Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,Y,13746.0,9.07680897935166,8.516392871245468,4.867534450455582,5.886104031450156,9.52850315168155
LP002223,Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,0.8421985815602837,Semiurban,Y,4310.0,8.368693183097793,-inf,4.867534450455582,5.886104031450156,8.368693183097793
LP002224,Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,N,3069.0,8.029107054619736,-inf,4.2626798770413155,6.173786103901937,8.029107054619736
LP002225,Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,Y,5391.0,8.592486175451668,-inf,4.867534450455582,5.886104031450156,8.592486175451668
LP002226,Male,Yes,0,Graduate,No,3333,2500.0,128.0,360.0,1.0,Semiurban,Y,5833.0,8.11162807830774,7.824046010856292,4.852030263919617,5.886104031450156,8.671286726753637
LP002229,Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,Y,10173.0,8.689632748355741,8.350429973538136,5.69035945432406,5.886104031450156,9.227492430793749
LP002231,Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,Y,6000.0,8.699514748210191,-inf,5.049856007249537,5.886104031450156,8.699514748210191
LP002234,Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,Y,7167.0,8.877242435993919,-inf,4.852030263919617,5.886104031450156,8.877242435993919
LP002236,Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,N,4566.0,8.42639282708974,-inf,4.605170185988092,5.886104031450156,8.42639282708974
LP002237,Male,No,1,Graduate,No,3667,0.0,113.0,180.0,1.0,Urban,Y,3667.0,8.207129168071326,-inf,4.727387818712341,5.19295685089021,8.207129168071326
LP002239,Male,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,Y,3946.0,7.76046702921342,7.3777589082278725,4.882801922586371,5.886104031450156,8.28045768658256
LP002243,Male,Yes,0,Not Graduate,No,3010,3136.0,146.41216216216216,360.0,0.0,Urban,N,6146.0,8.009695357742922,8.0507033814703,4.986425672954842,5.886104031450156,8.72355674269043
LP002244,Male,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,Y,4750.0,7.75491027202143,7.790282380703483,4.912654885736052,5.886104031450156,8.465899897028686
LP002250,Male,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,Y,5488.0,8.610319169405722,-inf,4.8283137373023015,5.886104031450156,8.610319169405722
LP002255,Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y,9167.0,9.123365357961776,-inf,5.220355825078324,5.886104031450156,9.123365357961776
LP002262,Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,Y,9504.0,9.159468041602427,-inf,5.616771097666572,5.886104031450156,9.159468041602427
LP002263,Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,0.8421985815602837,Urban,Y,4698.0,7.8567067930958405,7.656810091480378,4.787491742782046,5.886104031450156,8.454892165218858
LP002265,Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y,3618.0,7.597396320212795,7.393263094763838,4.727387818712341,5.19295685089021,8.193676665955241
LP002266,Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y,4500.0,8.039157390473237,7.24422751560335,4.727387818712341,5.886104031450156,8.411832675758411
LP002272,Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,0.8421985815602837,Semiurban,Y,3760.0,8.09437844497296,6.182084906716632,4.90527477843843,5.886104031450156,8.23217423638394
LP002277,Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N,3180.0,8.064636475774222,-inf,4.2626798770413155,5.886104031450156,8.064636475774222
LP002281,Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y,4492.0,8.017307507688582,7.285506548522785,4.553876891600541,5.886104031450156,8.410053315858335
LP002284,Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y,5568.0,8.269244521183056,7.418180822726788,4.6913478822291435,5.886104031450156,8.624791202014256
LP002287,Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,N,3300.0,7.313220387090301,7.495541943884256,4.634728988229636,5.886104031450156,8.101677747454572
LP002288,Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N,2889.0,7.968665700466235,-inf,3.8066624897703196,5.19295685089021,7.968665700466235
LP002296,Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N,2755.0,7.9211727215870145,-inf,4.174387269895637,5.703782474656201,7.9211727215870145
LP002297,Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,Y,22500.0,7.824046010856292,9.903487552536127,4.634728988229636,5.886104031450156,10.021270588192511
LP002300,Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y,1963.0,7.5822291942764615,-inf,3.970291913552122,5.886104031450156,7.5822291942764615
LP002301,Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N,7441.0,8.914760527397261,-inf,5.267858159063328,5.886104031450156,8.914760527397261
LP002305,Female,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,Y,4547.0,8.42222295382501,-inf,4.74493212836325,5.886104031450156,8.42222295382501
LP002308,Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y,4567.0,7.681099001536359,7.783224016336037,4.74493212836325,5.886104031450156,8.426611813185
LP002314,Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y,2213.0,7.70210434005105,-inf,4.189654742026425,5.886104031450156,7.70210434005105
LP002315,Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N,8300.0,9.02401079378469,-inf,5.0238805208462765,5.703782474656201,9.02401079378469
LP002317,Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,N,81000.0,11.302204433654575,-inf,5.886104031450156,5.886104031450156,11.302204433654575
LP002318,Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,N,3867.0,8.260234291607297,-inf,4.127134385045092,5.886104031450156,8.260234291607297
LP002319,Male,Yes,0,Graduate,No,6256,0.0,160.0,360.0,0.8421985815602837,Urban,Y,6256.0,8.741296282225147,-inf,5.075173815233827,5.886104031450156,8.741296282225147
LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N,6096.0,8.715388097366482,-inf,5.384495062789089,5.886104031450156,8.715388097366482
LP002332,Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,Y,4286.0,7.720017940432244,7.617267813628347,4.700480365792417,5.886104031450156,8.363109176033522
LP002335,Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,N,5386.0,7.67275789664251,8.082402253926244,5.181783550292085,5.886104031450156,8.591558273371545
LP002337,Female,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,Y,2995.0,8.00469951054955,-inf,4.0943445622221,5.886104031450156,8.00469951054955
LP002341,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N,2600.0,7.8632667240095735,-inf,5.075173815233827,5.886104031450156,7.8632667240095735
LP002342,Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,N,21600.0,7.3777589082278725,9.903487552536127,5.476463551931511,5.886104031450156,9.980448593672257
LP002345,Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,Y,3798.0,6.932447891572509,7.927685045615778,4.718498871295094,5.886104031450156,8.242229891372231
LP002347,Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,Y,4663.0,8.085178748074537,7.256297239690681,4.927253685157205,5.886104031450156,8.44741429680832
LP002348,Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,Y,5829.0,8.67060073804555,-inf,4.927253685157205,5.886104031450156,8.67060073804555
LP002357,Female,No,0,Not Graduate,No,2720,0.0,80.0,342.0,0.0,Urban,N,2720.0,7.908387159290043,-inf,4.382026634673881,5.834810737062605,7.908387159290043
LP002361,Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,Y,3539.0,7.506591780070841,7.449498005382849,4.605170185988092,5.886104031450156,8.171599480345463
LP002362,Male,Yes,1,Graduate,No,7250,1667.0,110.0,342.0,0.0,Urban,N,8917.0,8.88875674784872,7.418780882750794,4.700480365792417,5.834810737062605,9.095714846134879
LP002364,Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,Y,14880.0,9.607773308387083,-inf,4.564348191467836,5.886104031450156,9.607773308387083
LP002366,Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,Y,6966.0,7.888334500738654,8.366370301681654,4.795790545596741,5.886104031450156,8.848796450925947
LP002367,Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,N,4606.0,8.43511508038063,-inf,4.394449154672439,5.886104031450156,8.43511508038063
LP002368,Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,Y,5935.0,8.688622307043769,-inf,4.890349128221754,5.886104031450156,8.688622307043769
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,Y,2936.12000084,7.979338895262328,2.780060789187662,4.465908118654584,5.886104031450156,7.984844261119869
LP002370,Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,Y,2717.0,7.907283609426348,-inf,4.0943445622221,5.19295685089021,7.907283609426348
LP002377,Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,Y,8624.0,9.06230429314878,-inf,5.0106352940962555,5.886104031450156,9.06230429314878
LP002379,Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,N,6500.0,8.779557455883728,-inf,4.653960350157523,5.886104031450156,8.779557455883728
LP002386,Male,No,0,Graduate,No,12876,0.0,405.0,360.0,1.0,Semiurban,Y,12876.0,9.463120392418698,-inf,6.003887067106539,5.886104031450156,9.463120392418698
LP002387,Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,Y,4765.0,7.793586803371584,7.757906208351747,4.962844630259907,5.886104031450156,8.469052816088302
LP002390,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y,3750.0,8.229511118964457,-inf,4.605170185988092,5.886104031450156,8.229511118964457
LP002393,Female,Yes,0,Graduate,No,10047,0.0,146.41216216216216,240.0,1.0,Semiurban,Y,10047.0,9.215029361462314,-inf,4.986425672954842,5.480638923341991,9.215029361462314
LP002398,Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,Y,3777.0,7.563200592358071,7.523481312573497,3.912023005428146,5.886104031450156,8.236685322712457
LP002401,Male,Yes,0,Graduate,No,2213,1125.0,146.41216216216216,360.0,1.0,Urban,Y,3338.0,7.70210434005105,7.025538314638521,4.986425672954842,5.886104031450156,8.11312710422178
LP002403,Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,N,10416.0,9.251098364448351,-inf,5.231108616854587,5.886104031450156,9.251098364448351
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,Y,7142.0,8.873748128154395,-inf,4.927253685157205,5.886104031450156,8.873748128154395
LP002408,Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,Y,8724.0,8.205218426395412,8.529911963824013,5.231108616854587,5.886104031450156,9.07383312732152
LP002409,Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,Y,9734.0,8.974744612722734,7.513709247839705,5.19295685089021,5.886104031450156,9.1833801903934
LP002418,Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,Y,6700.0,8.456806041401142,7.597396320212795,4.997212273764115,5.886104031450156,8.809862805379057
LP002422,Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,Y,37719.0,10.537919225261291,-inf,5.0238805208462765,5.886104031450156,10.537919225261291
LP002424,Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,0.8421985815602837,Rural,Y,15666.0,8.9001399880938,9.027978814382207,5.1647859739235145,5.703782474656201,9.659248037927183
LP002429,Male,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,Y,4676.0,8.150756470275551,7.098375638590786,4.867534450455582,5.886104031450156,8.450198322591959
LP002434,Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y,4652.0,8.445052513638554,-inf,4.700480365792417,5.886104031450156,8.445052513638554
LP002435,Male,Yes,0,Graduate,No,3539,1376.0,55.0,360.0,1.0,Rural,N,4915.0,8.171599480345463,7.226936018493289,4.007333185232471,5.886104031450156,8.500047032581268
LP002443,Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N,5050.0,8.113726085970747,7.444248649496705,5.0106352940962555,5.886104031450156,8.527143522269405
